city,state,shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
Greencastle,PA,Fireball,2013-06-19,21:00:00,Wednesday,19,6
Lebanon,OH,Oval,2013-06-19,11:35:00,Wednesday,19,6
Wyndmoor,PA,Fireball,2013-06-19,04:00:00,Wednesday,19,6
Blythe,CA,Sphere,2013-06-19,01:30:00,Wednesday,19,6
Lake Villa,IL,Circle,2013-06-18,23:00:00,Tuesday,18,6
Tucson,AZ,Circle,2013-06-18,22:15:00,Tuesday,18,6
Nogales,AZ,Flash,2013-06-18,22:00:00,Tuesday,18,6
Williamsport,PA,Changing,2013-06-18,01:00:00,Tuesday,18,6
Weymouth,MA,Circle,2013-06-18,00:34:00,Tuesday,18,6
Chicago,IL,Circle,2013-06-18,00:05:00,Tuesday,18,6
Muskegon,MI,Light,2013-06-18,00:00:00,Tuesday,18,6
Richmond,VA,Light,2013-06-18,00:00:00,Tuesday,18,6
Albrightsville,PA,Fireball,2013-06-17,23:51:00,Monday,17,6
Waterloo,IA,Fireball,2013-06-17,23:00:00,Monday,17,6
Bangor,ME,Light,2013-06-17,22:30:00,Monday,17,6
Lincoln,NE,Light,2013-06-17,22:00:00,Monday,17,6
Cut Off,LA,Fireball,2013-06-17,21:28:00,Monday,17,6
Ellicott City,MD,Flash,2013-06-17,21:00:00,Monday,17,6
Phoenix,AZ,Disk,2013-06-17,18:00:00,Monday,17,6
Scotrun,PA,Sphere,2013-06-17,01:00:00,Monday,17,6
Westfield,MA,Disk,2013-06-17,00:30:00,Monday,17,6
Whiting,IN,Light,2013-06-16,22:45:00,Sunday,16,6
Hermiston,OR,Light,2013-06-16,22:30:00,Sunday,16,6
Sioux City,IA,Triangle,2013-06-16,22:30:00,Sunday,16,6
Holland,OH,Formation,2013-06-16,22:00:00,Sunday,16,6
Wood Cross,UT,Fireball,2013-06-16,22:00:00,Sunday,16,6
Grahamsville,NY,Light,2013-06-16,21:50:00,Sunday,16,6
Laude,MO,Circle,2013-06-16,21:02:00,Sunday,16,6
Tucson,AZ,Light,2013-06-16,21:00:00,Sunday,16,6
Las Vegas,NV,Fireball,2013-06-16,21:00:00,Sunday,16,6
Bourbonnais,IL,Circle,2013-06-16,19:00:00,Sunday,16,6
Lahaina,HI,Changing,2013-06-16,17:15:00,Sunday,16,6
Porterfield,WI,Cigar,2013-06-16,15:15:00,Sunday,16,6
Highlands Ranch,CO,Oval,2013-06-16,13:00:00,Sunday,16,6
Tomball,TX,Circle,2013-06-16,12:00:00,Sunday,16,6
Fairfield,CT,Oval,2013-06-16,12:00:00,Sunday,16,6
Ann Arbor,MI,Triangle,2013-06-16,00:23:00,Sunday,16,6
Erie,PA,Fireball,2013-06-16,00:05:00,Sunday,16,6
Las Vegas (outside of),NV,Circle,2013-06-15,23:40:00,Saturday,15,6
Issaquah,WA,Other,2013-06-15,23:30:00,Saturday,15,6
Merced,CA,Fireball,2013-06-15,23:07:00,Saturday,15,6
Catharpin,VA,Oval,2013-06-15,23:00:00,Saturday,15,6
Salem,OR,Sphere,2013-06-15,22:30:00,Saturday,15,6
Ontario,NY,Fireball,2013-06-15,22:30:00,Saturday,15,6
Spokane,WA,Fireball,2013-06-15,22:30:00,Saturday,15,6
Grandview,WA,Sphere,2013-06-15,22:25:00,Saturday,15,6
Canton,GA,Fireball,2013-06-15,22:00:00,Saturday,15,6
Grayson,KY,Fireball,2013-06-15,22:00:00,Saturday,15,6
Middlefield,CT,Oval,2013-06-15,21:30:00,Saturday,15,6
Glen Allen,VA,Fireball,2013-06-15,21:30:00,Saturday,15,6
Suffolk,VA,Light,2013-06-15,21:25:00,Saturday,15,6
Whiting,NJ,Circle,2013-06-15,21:05:00,Saturday,15,6
Menifee,CA,Light,2013-06-15,21:00:00,Saturday,15,6
Womelsdorf,PA,Fireball,2013-06-15,21:00:00,Saturday,15,6
Garden Plain,KS,Light,2013-06-15,20:50:00,Saturday,15,6
Kaneohe,HI,Circle,2013-06-15,20:17:00,Saturday,15,6
Westerville,OH,Formation,2013-06-15,19:30:00,Saturday,15,6
Collinsville,IL,Oval,2013-06-15,18:00:00,Saturday,15,6
Binghamton,NY,Sphere,2013-06-15,15:15:00,Saturday,15,6
Hiram,OH,Disk,2013-06-15,15:15:00,Saturday,15,6
Putnam Valley,NY,Disk,2013-06-15,14:00:00,Saturday,15,6
Jackson,WY,Other,2013-06-15,12:30:00,Saturday,15,6
Stevens Point,WI,Other,2013-06-15,11:00:00,Saturday,15,6
Naples,FL,Light,2013-06-15,08:45:00,Saturday,15,6
Gaffney,SC,Rectangle,2013-06-15,05:45:00,Saturday,15,6
Billings,MT,Changing,2013-06-15,02:15:00,Saturday,15,6
Las Vegas,NV,Fireball,2013-06-15,00:10:00,Saturday,15,6
Bridgeport,MI,Light,2013-06-14,23:15:00,Friday,14,6
Lebanon,PA,Light,2013-06-14,23:01:00,Friday,14,6
Fairborn,OH,Triangle,2013-06-14,23:00:00,Friday,14,6
Fairborn,OH,Triangle,2013-06-14,23:00:00,Friday,14,6
Springfield,IL,Circle,2013-06-14,22:05:00,Friday,14,6
Portland,OR,Disk,2013-06-14,21:58:00,Friday,14,6
Burlington,CT,Fireball,2013-06-14,21:50:00,Friday,14,6
Buford,GA,Light,2013-06-14,21:40:00,Friday,14,6
Thousand Oaks,CA,Flash,2013-06-14,21:00:00,Friday,14,6
Hampton,NH,Sphere,2013-06-14,20:00:00,Friday,14,6
Cheektowaga,NY,Disk,2013-06-14,14:00:00,Friday,14,6
Richmond (Fishing bay),VA,Light,2013-06-14,09:50:00,Friday,14,6
Whitehall,MI,Light,2013-06-14,02:15:00,Friday,14,6
Fort Wayne,IN,Triangle,2013-06-13,23:30:00,Thursday,13,6
Santa Cruz,CA,Fireball,2013-06-13,22:30:00,Thursday,13,6
Murrells Inlet,SC,Light,2013-06-13,22:30:00,Thursday,13,6
Myrtle Beach,SC,Formation,2013-06-13,22:15:00,Thursday,13,6
Palm Desert,CA,Rectangle,2013-06-13,21:00:00,Thursday,13,6
Johnstown,PA,Fireball,2013-06-13,20:30:00,Thursday,13,6
San Luis Obispo,CA,Disk,2013-06-13,16:30:00,Thursday,13,6
Aurora,CO,Light,2013-06-13,01:40:00,Thursday,13,6
Albemarle,NC,Light,2013-06-13,00:00:00,Thursday,13,6
Kalispell,MT,Light,2013-06-12,23:35:00,Wednesday,12,6
Louisa,KY,Other,2013-06-12,23:02:00,Wednesday,12,6
Citrus Heights,CA,Fireball,2013-06-12,22:20:00,Wednesday,12,6
Sedona,AZ,Light,2013-06-12,22:20:00,Wednesday,12,6
Maple Falls,WA,Circle,2013-06-12,22:15:00,Wednesday,12,6
Myrtle Beach,SC,Light,2013-06-12,22:06:00,Wednesday,12,6
North Myrtle Beach,SC,Circle,2013-06-12,21:45:00,Wednesday,12,6
Pawleys Island,SC,Formation,2013-06-12,21:00:00,Wednesday,12,6
Pittsburg,CA,Circle,2013-06-12,16:00:00,Wednesday,12,6
Edmonds,WA,Changing,2013-06-12,15:52:00,Wednesday,12,6
Verona,VA,Light,2013-06-12,03:45:00,Wednesday,12,6
Chesire,CT,Triangle,2013-06-11,23:01:00,Tuesday,11,6
Spanish Fork,UT,Light,2013-06-11,23:00:00,Tuesday,11,6
Myrtle Beach,SC,Formation,2013-06-11,22:30:00,Tuesday,11,6
Menomonie,WI,Fireball,2013-06-11,22:15:00,Tuesday,11,6
Ravenna,OH,Triangle,2013-06-11,22:00:00,Tuesday,11,6
Burgaw,NC,Fireball,2013-06-11,21:48:00,Tuesday,11,6
Huntsville,AL,Sphere,2013-06-11,21:30:00,Tuesday,11,6
Cary,NC,Light,2013-06-11,21:11:00,Tuesday,11,6
San Diego,CA,Sphere,2013-06-11,19:25:00,Tuesday,11,6
Frederick,MD,Cigar,2013-06-11,17:45:00,Tuesday,11,6
Myrtle Beach,SC,Other,2013-06-11,09:43:00,Tuesday,11,6
Surry,NH,Light,2013-06-11,03:30:00,Tuesday,11,6
Fort A. P. Hill (military reservation),VA,Circle,2013-06-11,02:30:00,Tuesday,11,6
Des Moines,IA,Light,2013-06-11,02:15:00,Tuesday,11,6
Woodbury,MN,Circle,2013-06-11,01:30:00,Tuesday,11,6
Albuquerque,NM,Formation,2013-06-10,22:30:00,Monday,10,6
Toledo,OH,Light,2013-06-10,22:30:00,Monday,10,6
Melbourne,FL,Fireball,2013-06-10,22:30:00,Monday,10,6
Rancho Mirage,CA,Flash,2013-06-10,20:00:00,Monday,10,6
Sacaton,AZ,Circle,2013-06-10,17:00:00,Monday,10,6
Louisburg,NC,Circle,2013-06-10,13:00:00,Monday,10,6
Jamestown,NY,Fireball,2013-06-10,10:50:00,Monday,10,6
San Antonio,TX,Disk,2013-06-10,01:00:00,Monday,10,6
Little Rock,AR,Disk,2013-06-09,23:00:00,Sunday,9,6
Farmington,MO,Other,2013-06-09,23:00:00,Sunday,9,6
Poughkeepsie,NY,Circle,2013-06-09,22:35:00,Sunday,9,6
Lake Oswego,OR,Light,2013-06-09,22:30:00,Sunday,9,6
City Height,CA,Triangle,2013-06-09,22:20:00,Sunday,9,6
Rochester,NY,Formation,2013-06-09,22:10:00,Sunday,9,6
West Hartford,CT,Light,2013-06-09,22:00:00,Sunday,9,6
Lynchburg,VA,Sphere,2013-06-09,22:00:00,Sunday,9,6
South Windsor,CT,Oval,2013-06-09,22:00:00,Sunday,9,6
Williston,VT,Fireball,2013-06-09,21:35:00,Sunday,9,6
Cayucoc,CA,Fireball,2013-06-09,21:32:00,Sunday,9,6
Ft. Lauderdale,FL,Light,2013-06-09,21:20:00,Sunday,9,6
Greeley,CO,Circle,2013-06-09,00:35:00,Sunday,9,6
Indianapolis,IN,Triangle,2013-06-08,23:30:00,Saturday,8,6
Orland Park,IL,Other,2013-06-08,23:30:00,Saturday,8,6
Johnstown,PA,Fireball,2013-06-08,23:00:00,Saturday,8,6
Virginia Beach,VA,Fireball,2013-06-08,22:50:00,Saturday,8,6
Tigard,OR,Light,2013-06-08,22:45:00,Saturday,8,6
Emmett,ID,Sphere,2013-06-08,22:40:00,Saturday,8,6
Toledo,OH,Oval,2013-06-08,22:30:00,Saturday,8,6
Corpus Christi,TX,Oval,2013-06-08,22:20:00,Saturday,8,6
Johns Creek,GA,Disk,2013-06-08,22:15:00,Saturday,8,6
Prior Lake,MN,Circle,2013-06-08,22:00:00,Saturday,8,6
Clinton Township,MI,Light,2013-06-08,22:00:00,Saturday,8,6
Norfolk,VA,Circle,2013-06-08,22:00:00,Saturday,8,6
Murrysville,PA,Sphere,2013-06-08,21:45:00,Saturday,8,6
Cuyahoga Falls,OH,Light,2013-06-08,21:30:00,Saturday,8,6
Topsail Beach,NC,Light,2013-06-08,21:00:00,Saturday,8,6
Oshkosh,WI,Sphere,2013-06-08,21:00:00,Saturday,8,6
Napa,CA,Sphere,2013-06-08,20:25:00,Saturday,8,6
Ephrata,PA,Sphere,2013-06-08,20:00:00,Saturday,8,6
Waverly,TN,Changing,2013-06-08,20:00:00,Saturday,8,6
Clarksville,IN,Other,2013-06-08,18:10:00,Saturday,8,6
Cherry Hill,NJ,Changing,2013-06-08,17:48:00,Saturday,8,6
Hatboroo,PA,Triangle,2013-06-08,16:02:00,Saturday,8,6
Rocky Hill,CT,Fireball,2013-06-08,16:00:00,Saturday,8,6
Virginia Beach,VA,Triangle,2013-06-08,11:30:00,Saturday,8,6
Mansfield,OH,Circle,2013-06-08,01:15:00,Saturday,8,6
Fort Wayne,IN,Sphere,2013-06-07,22:32:00,Friday,7,6
Coeur d'Alene Mountains,WA,Other,2013-06-07,22:30:00,Friday,7,6
Weatherford,TX,Sphere,2013-06-07,22:15:00,Friday,7,6
Spring Hill,FL,Light,2013-06-07,22:00:00,Friday,7,6
Overland Park,KS,Sphere,2013-06-07,21:30:00,Friday,7,6
Rudy,AR,Formation,2013-06-07,21:00:00,Friday,7,6
Gainesville,FL,Fireball,2013-06-07,20:23:00,Friday,7,6
Flint,MI,Disk,2013-06-07,12:00:00,Friday,7,6
Elkhart,IN,Fireball,2013-06-07,01:30:00,Friday,7,6
Mount Vernon,WA,Light,2013-06-06,23:20:00,Thursday,6,6
Webster,MA,Formation,2013-06-06,21:30:00,Thursday,6,6
Port St. Lucie,FL,Circle,2013-06-06,15:00:00,Thursday,6,6
Imaly City,MI,Disk,2013-06-06,11:45:00,Thursday,6,6
San Francisco,CA,Other,2013-06-06,10:00:00,Thursday,6,6
Commerce city,CO,Fireball,2013-06-06,04:27:00,Thursday,6,6
Slippery Rock,PA,Light,2013-06-06,03:30:00,Thursday,6,6
Wardsboro,VT,Sphere,2013-06-05,22:45:00,Wednesday,5,6
Bryant,AR,Formation,2013-06-05,22:00:00,Wednesday,5,6
Salina,KS,Light,2013-06-05,21:30:00,Wednesday,5,6
Bryant/Benton,AR,Light,2013-06-05,21:00:00,Wednesday,5,6
Burlington,NC,Circle,2013-06-05,21:00:00,Wednesday,5,6
Greensboro,NC,Light,2013-06-05,21:00:00,Wednesday,5,6
Cypress,TX,Circle,2013-06-05,21:00:00,Wednesday,5,6
Deale,MD,Fireball,2013-06-05,11:06:00,Wednesday,5,6
Wendover,UT,Changing,2013-06-05,07:30:00,Wednesday,5,6
Lagrange,IN,Flash,2013-06-05,05:30:00,Wednesday,5,6
Tomball,TX,Light,2013-06-05,04:45:00,Wednesday,5,6
Angoon,AK,Sphere,2013-06-05,01:20:00,Wednesday,5,6
Indianapolis,IN,Disk,2013-06-05,01:00:00,Wednesday,5,6
Roanoke,VA,Light,2013-06-05,01:00:00,Wednesday,5,6
Bloomington,MN,Oval,2013-06-04,23:50:00,Tuesday,4,6
Twin Falls,ID,Sphere,2013-06-04,23:43:00,Tuesday,4,6
St. Charles,MO,Changing,2013-06-04,23:30:00,Tuesday,4,6
Bellevue,WA,Light,2013-06-04,23:30:00,Tuesday,4,6
Kirkland,WA,Light,2013-06-04,23:30:00,Tuesday,4,6
Ashburn,VA,Light,2013-06-04,23:30:00,Tuesday,4,6
Bozeman,MT,Disk,2013-06-04,23:00:00,Tuesday,4,6
Bonita Springs,FL,Changing,2013-06-04,23:00:00,Tuesday,4,6
Gwinn,MI,Other,2013-06-04,22:00:00,Tuesday,4,6
Chesapeake,VA,Sphere,2013-06-04,21:30:00,Tuesday,4,6
Manheim,PA,Fireball,2013-06-04,21:00:00,Tuesday,4,6
Helena,AL,Formation,2013-06-04,17:35:00,Tuesday,4,6
Marietta,GA,Oval,2013-06-04,15:30:00,Tuesday,4,6
St. Louis,MO,Sphere,2013-06-04,13:30:00,Tuesday,4,6
Charles Town,WV,Circle,2013-06-04,12:35:00,Tuesday,4,6
Damascus,MD,Cigar,2013-06-04,12:35:00,Tuesday,4,6
Hattiesburg,MS,Flash,2013-06-04,11:30:00,Tuesday,4,6
Bellevue,WA,Sphere,2013-06-04,10:40:00,Tuesday,4,6
Woodville,AL,Light,2013-06-04,10:00:00,Tuesday,4,6
Conshohocken,PA,Circle,2013-06-04,06:40:00,Tuesday,4,6
Noblesville,IN,Light,2013-06-04,04:57:00,Tuesday,4,6
Niles,MI,Circle,2013-06-03,23:20:00,Monday,3,6
Leavenworth,KS,Light,2013-06-03,23:00:00,Monday,3,6
Vincennes,IN,Sphere,2013-06-03,23:00:00,Monday,3,6
Weaverville,NC,Circle,2013-06-03,23:00:00,Monday,3,6
Salida,CO,Oval,2013-06-03,22:30:00,Monday,3,6
Ithaca,NY,Light,2013-06-03,22:30:00,Monday,3,6
Boise,ID,Fireball,2013-06-03,22:30:00,Monday,3,6
Alpine,UT,Sphere,2013-06-03,22:30:00,Monday,3,6
Buford,GA,Circle,2013-06-03,22:27:00,Monday,3,6
Indianapolis,IN,Other,2013-06-03,22:20:00,Monday,3,6
Hagerstown,MD,Oval,2013-06-03,22:00:00,Monday,3,6
Cumming,GA,Light,2013-06-03,22:00:00,Monday,3,6
Los Angeles,CA,Fireball,2013-06-03,22:00:00,Monday,3,6
Sylmar,CA,Fireball,2013-06-03,22:00:00,Monday,3,6
St. George,UT,Circle,2013-06-03,21:46:00,Monday,3,6
Bakersfield,CA,Cigar,2013-06-03,21:02:00,Monday,3,6
Gloversville,NY,Light,2013-06-03,21:00:00,Monday,3,6
Crossville,TN,Light,2013-06-03,21:00:00,Monday,3,6
Los Angeles,CA,Circle,2013-06-03,20:45:00,Monday,3,6
Bowling Green,KY,Fireball,2013-06-03,17:30:00,Monday,3,6
Hampstead,NH,Triangle,2013-06-03,09:34:00,Monday,3,6
Huntsville,AL,Light,2013-06-03,09:30:00,Monday,3,6
Richmond,VA,Fireball,2013-06-03,03:30:00,Monday,3,6
Algodones,NM,Oval,2013-06-03,03:00:00,Monday,3,6
Indiana,PA,Triangle,2013-06-03,00:15:00,Monday,3,6
Eagan,MN,Light,2013-06-02,23:30:00,Sunday,2,6
Indianapolis,IN,Other,2013-06-02,23:00:00,Sunday,2,6
Portland,OR,Light,2013-06-02,23:00:00,Sunday,2,6
Homestead,FL,Circle,2013-06-02,22:40:00,Sunday,2,6
Oklahoma City,OK,Sphere,2013-06-02,22:30:00,Sunday,2,6
Wichita,KS,Sphere,2013-06-02,22:30:00,Sunday,2,6
Wichita,KS,Sphere,2013-06-02,22:30:00,Sunday,2,6
Fresno,CA,Light,2013-06-02,21:45:00,Sunday,2,6
Newcomersotown,OH,Fireball,2013-06-02,21:30:00,Sunday,2,6
Tinley Park,IL,Oval,2013-06-02,21:10:00,Sunday,2,6
Perdido Key,FL,Sphere,2013-06-02,19:45:00,Sunday,2,6
Oldsmar,FL,Oval,2013-06-02,18:00:00,Sunday,2,6
Ridgeway,SC,Changing,2013-06-02,01:20:00,Sunday,2,6
Maple Valley,WA,Sphere,2013-06-02,00:10:00,Sunday,2,6
Cottage Grove,MN,Changing,2013-06-01,23:50:00,Saturday,1,6
Long Beach,CA,Sphere,2013-06-01,23:50:00,Saturday,1,6
Navarre,FL,Triangle,2013-06-01,23:00:00,Saturday,1,6
Johnstown,PA,Sphere,2013-06-01,23:00:00,Saturday,1,6
St. Louis,MO,Formation,2013-06-01,23:00:00,Saturday,1,6
Amherst,NY,Circle,2013-06-01,22:45:00,Saturday,1,6
Newton,NC,Fireball,2013-06-01,22:30:00,Saturday,1,6
Citrus Heights,CA,Fireball,2013-06-01,22:15:00,Saturday,1,6
Pittsburgh,PA,Fireball,2013-06-01,22:00:00,Saturday,1,6
New York City,NY,Disk,2013-06-01,22:00:00,Saturday,1,6
Franklin,IN,Oval,2013-06-01,22:00:00,Saturday,1,6
Eastpointe,MI,Fireball,2013-06-01,21:48:00,Saturday,1,6
Austin,TX,Light,2013-06-01,21:45:00,Saturday,1,6
Lakeway,TX,Sphere,2013-06-01,21:40:00,Saturday,1,6
Louisburg,KS,Fireball,2013-06-01,21:30:00,Saturday,1,6
Purcellville,VA,Circle,2013-06-01,21:20:00,Saturday,1,6
Tipton,MO,Triangle,2013-06-01,21:15:00,Saturday,1,6
Fithian,IL,Other,2013-06-01,21:15:00,Saturday,1,6
Tilden,TX,Triangle,2013-06-01,21:00:00,Saturday,1,6
Bayonne,NJ,Sphere,2013-06-01,21:00:00,Saturday,1,6
Denver,CO,Sphere,2013-06-01,14:00:00,Saturday,1,6
Dallas,GA,Fireball,2013-06-01,11:45:00,Saturday,1,6
Chatfeild,OH,Oval,2013-06-01,10:00:00,Saturday,1,6
Lancaster,PA,Light,2013-06-01,02:40:00,Saturday,1,6
Appleton,WI,Light,2013-06-01,02:30:00,Saturday,1,6
Coos Bay,OR,Circle,2013-06-01,01:35:00,Saturday,1,6
Cloverdale,CA,Light,2013-06-01,01:30:00,Saturday,1,6
Elk Grove,CA,Circle,2013-07-31,22:34:00,Wednesday,31,7
Mt. Chestnut,PA,Circle,2013-07-31,22:00:00,Wednesday,31,7
Buffalo,NY,Fireball,2013-07-31,21:55:00,Wednesday,31,7
Gresham,OR,Circle,2013-07-31,21:40:00,Wednesday,31,7
Huntington Station,NY,Fireball,2013-07-31,21:30:00,Wednesday,31,7
San Ramon,CA,Oval,2013-07-31,21:20:00,Wednesday,31,7
Buckeye,AZ,Formation,2013-07-31,21:15:00,Wednesday,31,7
Rothsay,MN,Cigar,2013-07-31,21:15:00,Wednesday,31,7
South Bend,IN,Light,2013-07-31,20:59:00,Wednesday,31,7
Baltimore City,MD,Disk,2013-07-31,20:00:00,Wednesday,31,7
Riverside,CA,Changing,2013-07-31,20:00:00,Wednesday,31,7
Wildwood Crest,NJ,Light,2013-07-30,23:00:00,Tuesday,30,7
Dublin,OH,Circle,2013-07-30,22:45:00,Tuesday,30,7
Vancouver,WA,Sphere,2013-07-30,22:45:00,Tuesday,30,7
Clifton,NJ,Fireball,2013-07-30,22:00:00,Tuesday,30,7
Buckeye,AZ,Light,2013-07-30,21:15:00,Tuesday,30,7
East Moriches,NY,Light,2013-07-30,21:15:00,Tuesday,30,7
Baltic,CT,Triangle,2013-07-30,21:00:00,Tuesday,30,7
Avalon,NJ,Formation,2013-07-30,21:00:00,Tuesday,30,7
Ocean City,NJ,Light,2013-07-30,21:00:00,Tuesday,30,7
St. Paul,MN,Circle,2013-07-30,20:40:00,Tuesday,30,7
Keene,NH,Disk,2013-07-30,15:15:00,Tuesday,30,7
Thompson,CT,Fireball,2013-07-30,12:15:00,Tuesday,30,7
Oshkosh,WI,Circle,2013-07-30,12:00:00,Tuesday,30,7
Pocahontas,AR,Light,2013-07-30,03:40:00,Tuesday,30,7
Valdosta,GA,Light,2013-07-30,01:00:00,Tuesday,30,7
Bowling Green,IN,Fireball,2013-07-29,23:50:00,Monday,29,7
Sammamish,WA,Oval,2013-07-29,23:45:00,Monday,29,7
South Bend,IN,Light,2013-07-29,23:00:00,Monday,29,7
Elba,NY,Circle,2013-07-29,23:00:00,Monday,29,7
Kingwood,TX,Formation,2013-07-29,22:40:00,Monday,29,7
New York City (Bronx),NY,Triangle,2013-07-29,21:50:00,Monday,29,7
Fayetteville,NC,Other,2013-07-29,21:45:00,Monday,29,7
Tacoma (northeast area),WA,Sphere,2013-07-29,21:45:00,Monday,29,7
Vancouver,WA,Disk,2013-07-29,21:40:00,Monday,29,7
Vancouver,WA,Circle,2013-07-29,21:40:00,Monday,29,7
Goodyear,AZ,Fireball,2013-07-29,21:30:00,Monday,29,7
Greenville,SC,Sphere,2013-07-29,21:30:00,Monday,29,7
Mountain Home,AR,Fireball,2013-07-29,21:14:00,Monday,29,7
Gallatin/Red Hook,NY,Light,2013-07-29,20:45:00,Monday,29,7
Vichy/Vienna (between),MO,Light,2013-07-29,20:30:00,Monday,29,7
Springfeild,VA,Flash,2013-07-29,20:30:00,Monday,29,7
Oakland,CA,Cigar,2013-07-29,17:00:00,Monday,29,7
Indianapolis,IN,Sphere,2013-07-29,10:23:00,Monday,29,7
Woodbridge,VA,Sphere,2013-07-29,07:09:00,Monday,29,7
Denver,CO,Sphere,2013-07-29,02:00:00,Monday,29,7
Casper,WY,Triangle,2013-07-29,01:30:00,Monday,29,7
Wildwood Crest,NJ,Circle,2013-07-29,01:15:00,Monday,29,7
Wildwood,NJ,Circle,2013-07-29,00:30:00,Monday,29,7
Cedar Rapids,IA,Light,2013-07-28,22:35:00,Sunday,28,7
Orrington,ME,Circle,2013-07-28,22:20:00,Sunday,28,7
Dayton,PA,Light,2013-07-28,22:05:00,Sunday,28,7
North Miami,FL,Other,2013-07-28,21:55:00,Sunday,28,7
Paintsville,KY,Light,2013-07-28,21:40:00,Sunday,28,7
Hialeah,FL,Circle,2013-07-28,21:30:00,Sunday,28,7
Hereford,PA,Fireball,2013-07-28,21:30:00,Sunday,28,7
Bridgeport/Fairfield,CT,Fireball,2013-07-28,20:30:00,Sunday,28,7
Anna,TX,Fireball,2013-07-28,20:25:00,Sunday,28,7
Pittsburgh,PA,Circle,2013-07-28,19:30:00,Sunday,28,7
River Falls,WI,Triangle,2013-07-28,02:26:00,Sunday,28,7
Williamsburg,OH,Light,2013-07-28,02:00:00,Sunday,28,7
Flint,MI,Light,2013-07-28,01:30:00,Sunday,28,7
North Las Vegas,NV,Triangle,2013-07-28,00:00:00,Sunday,28,7
Springfield,MO,Fireball,2013-07-27,00:00:00,Saturday,27,7
Monroe,OR,Light,2013-07-27,23:55:00,Saturday,27,7
Holts Summit,MO,Disk,2013-07-27,23:45:00,Saturday,27,7
Ferndale,WA,Disk,2013-07-27,23:35:00,Saturday,27,7
Florence,KY,Circle,2013-07-27,23:30:00,Saturday,27,7
Portland,OR,Formation,2013-07-27,23:30:00,Saturday,27,7
Rogers,AR,Light,2013-07-27,23:00:00,Saturday,27,7
El Dorado Hills,CA,Light,2013-07-27,23:00:00,Saturday,27,7
St. Peters,MO,Fireball,2013-07-27,23:00:00,Saturday,27,7
Pompano,FL,Light,2013-07-27,22:46:00,Saturday,27,7
White Lake,MI,Rectangle,2013-07-27,22:45:00,Saturday,27,7
Huntsville,AL,Fireball,2013-07-27,22:30:00,Saturday,27,7
Sanibel Island,FL,Light,2013-07-27,22:20:00,Saturday,27,7
Chagrin Falls,OH,Fireball,2013-07-27,22:15:00,Saturday,27,7
York,ME,Fireball,2013-07-27,22:15:00,Saturday,27,7
Marietta,GA,Fireball,2013-07-27,22:08:00,Saturday,27,7
Lynn,MA,Triangle,2013-07-27,22:00:00,Saturday,27,7
Anaheim,CA,Fireball,2013-07-27,22:00:00,Saturday,27,7
Remlap,AL,Light,2013-07-27,22:00:00,Saturday,27,7
Morrisville,PA,Circle,2013-07-27,22:00:00,Saturday,27,7
Seven Hills,OH,Circle,2013-07-27,21:55:00,Saturday,27,7
Sag Harbor,NY,Fireball,2013-07-27,21:50:00,Saturday,27,7
Middle Village,NY,Circle,2013-07-27,21:30:00,Saturday,27,7
Martin,TN,Formation,2013-07-27,21:15:00,Saturday,27,7
Roanoke,VA,Fireball,2013-07-27,21:12:00,Saturday,27,7
Chillicothe,IL,Sphere,2013-07-27,21:10:00,Saturday,27,7
Draper,UT,Triangle,2013-07-27,21:10:00,Saturday,27,7
Nags Head,NC,Fireball,2013-07-27,21:10:00,Saturday,27,7
Pittsburgh,PA,Sphere,2013-07-27,21:04:00,Saturday,27,7
Lancaster,PA,Formation,2013-07-27,21:00:00,Saturday,27,7
Cordes Junction,AZ,Light,2013-07-27,21:00:00,Saturday,27,7
Pawtucket,RI,Circle,2013-07-27,21:00:00,Saturday,27,7
Woods Hole,MA,Fireball,2013-07-27,20:42:00,Saturday,27,7
Rittman,OH,Light,2013-07-27,20:00:00,Saturday,27,7
Destin,FL,Circle,2013-07-27,11:30:00,Saturday,27,7
Van Nuys,CA,Fireball,2013-07-27,09:47:00,Saturday,27,7
Pittsburgh,PA,Sphere,2013-07-27,09:04:00,Saturday,27,7
Lanexa,VA,Flash,2013-07-27,04:28:00,Saturday,27,7
Circle Pines,MN,Fireball,2013-07-27,03:55:00,Saturday,27,7
San antonio,TX,Changing,2013-07-27,02:00:00,Saturday,27,7
Portland,OR,Circle,2013-07-27,01:30:00,Saturday,27,7
Carlisle,PA,Triangle,2013-07-27,00:30:00,Saturday,27,7
Lolo,MT,Flash,2013-07-26,23:20:00,Friday,26,7
Bridgeport,NY,Light,2013-07-26,23:00:00,Friday,26,7
Corfu,NY,Fireball,2013-07-26,22:30:00,Friday,26,7
LaGrange,OH,Triangle,2013-07-26,22:30:00,Friday,26,7
Springfield,IL,Circle,2013-07-26,22:29:00,Friday,26,7
Florence (near),KY,Light,2013-07-26,22:10:00,Friday,26,7
Greensboro,NC,Circle,2013-07-26,22:00:00,Friday,26,7
Clear Spring,MD,Circle,2013-07-26,22:00:00,Friday,26,7
Lexington,KY,Fireball,2013-07-26,21:46:00,Friday,26,7
San Marcos,CA,Light,2013-07-26,21:30:00,Friday,26,7
York,PA,Triangle,2013-07-26,21:15:00,Friday,26,7
